spi
73.5 
78.1 
75.4 
73.9 
76.4 
77.2 
80.4 
82.5 
87.2 
88.5 
88.6 
89.7 
93.7 
95.8 
97.4 
98.1 
95.5 
100.3 
100.5 
98.0 
96.4 
100.9 
99.8 
104.0 
100.2 
105.2 
105.1 
103.1 
106.4 
109.7 
111.1 
115.5 
122.5 
128.5 
130.8 
137.0 
134.1 
136.9 
139.0 
142.6 
147.1 
152.1 
151.9 
151.7 
151.2 
141.1 
139.2 
144.9 
125.3 
120.2 
121.4 
120.3 
115.5 
115.2 
111.0 
124.9 
127.3 
115.9 
126.2 
119.0 
105.9 
103.7 
105.0 
116.1 
116.4 
112.6 
112.7 
112.7 
110.4 
105.7 
106.9 
106.9 
105.7 
104.1 
107.4 
122.4 
126.3 
150.8 
148.1 
140.1 
132.3 
123.0 
132.4 
131.3 
125.7 
128.8 
127.8 
121.4 
114.6 
123.6 
125.1 
121.9 
119.7 
121.9 
123.7 
129.0 
118.3 
123.5 
119.8 
131.4 
125.8 
122.4 
125.0 
118.8 
117.7 
121.4 
117.6 
121.2 
124.1 
129.7 
133.4 
135.6 
130.5 
130.3 
134.5 
136.1 
134.1 
129.8 
135.5 
142.5 
138.9 
134.9 
136.5 
134.2 
134.1 
136.6 
137.4 
136.5 
138.9 
140.9 
150.2 
163.4 
160.4 
175.9 
199.8 
202.9 
231.1 
243.4 
273.8 
264.6 
253.5 
240.8 
269.0 
272.6 
310.2 
335.0 
405.1 
358.6 
388.0 
411.8 
485.5 
474.0 
485.4 
509.1 
475.6 
525.1 
633.6 
612.4 
656.5 
647.2 
717.4 
702.8 
721.1 
664.4 
677.5 
729.8 
831.1 
907.2 
884.3 
917.9 
1003.3 
940.5 
932.8 
854.6 
895.7 
975.3 
942.4 
894.0 
906.3 
909.7 
896.2 
861.6 
840.9 
688.7 
798.0 
706.8 
678.4 
606.9 
602.9 
690.2 
697.0 
696.1 
635.4 
675.6 
659.9 
645.6 
611.4 
605.3 
717.0 
683.1 
705.1 
695.9 
652.1 
610.9 
680.5 
612.5 
606.3 
616.0 
574.2 
552.0 
510.0 
562.8 
513.8 
615.6 
663.4 
678.4 
670.6 
643.0 
666.8 
721.6 
752.3 
748.9 
729.9 
664.9 
718.9 
750.7 
811.1 
866.2 
945.7 
918.9 
867.2 
908.7 
939.5 
933.4 
928.0 
944.2 
1050.5 
1105.6 
1074.4 
1027.4 
925.6 
885.7 
931.8 
897.0 
882.5 
894.4 
933.6 
914.1 
982.7 
990.3 
930.9 
882.9 
878.8 
852.8 
874.2 
980.9 
903.1 
817.4 
821.7 
781.5 
789.7 
757.6 
726.5 
651.2 
685.8 
676.5 
677.3 
703.2 
756.8 
745.4 
726.1 
695.4 
647.1 
470.8 
407.9 
376.3 
567.4 
559.0 
481.0 
421.2 
332.0 
297.9 
343.3 
310.2 
310.3 
403.4 
451.9 
562.5 
571.4 
520.1 
619.0 
752.6 
736.0 
883.0 
969.7 
937.9 
836.2 
833.5 
996.7 
1028.1 
943.9 
828.4 
860.9 
725.4 
731.9 
821.2 
706.0 
688.6 
613.2 
514.5 
509.2 
504.6 
617.9 
578.1 
523.2 
577.4 
612.2 
595.1 
541.6 
545.1 
479.7 
537.8 
643.9 
693.7 
748.1 
820.0 
895.6 
842.3 
796.4 
742.7 
718.0 
736.4 
646.4 
658.9 
724.8 
627.6 
591.9 
575.4 
535.7 
599.4 
633.4 
669.9 
713.5 
759.5 
697.5 
782.4 
796.2 
810.7 
848.5 
883.4 
880.5 
862.8 
803.8 
785.8 
735.3 
803.6 
835.1 
834.8 
878.1 
895.9 
932.7 
1011.4 
965.7 
911.3 
970.2 
1008.2 
1111.3 
1083.3 
1221.0 
1158.1 
1297.4 
1379.4 
1399.8 
1371.6 
1359.6 
1419.7 
1317.7 
1295.2 
1297.8 
1352.7 
1371.4 
1364.6 
1432.2 
1434.5 
1360.2 
1417.3 
1452.6 
1542.2 
1700.9 
1743.6 
1933.3 
1873.2 
1946.5 
2064.9 
1906.0 
1897.1 
1624.7 
1711.6 
1704.0 
1825.5 
1852.0 
1674.9 
