                     0.0000   0.0000   3.50000
                     0.0000   0.0000   0.50000
                     1.0000   1.0000   2.50000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.00000
                     0.0000   0.6400   0.50000
                     1.0000   0.3600   1.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   2.00000
                     0.9600   1.0000   3.00000
                     0.0400   0.0000   6.00000
                     0.0000   0.0000   5.50000
                     0.0000   0.0000   2.00000
                     1.0000   1.0000   3.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   2.00000
                     0.0000   1.0000   3.00000
                     1.0000   0.0000   4.00000
                     0.0000   0.0000   5.50000
                     0.0000   0.0000   2.50000
                     1.0000   1.0000   2.50000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.00000
                     1.0000   1.0000   1.50000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   4.00000
                     0.5100   1.0000   2.00000
                     0.4900   0.0000   1.50000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   4.00000
                     1.0000   1.0000   2.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.50000
                     0.0000   0.3600   2.00000
                     1.0000   0.6400   5.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.50000
                     0.9100   1.0000   3.00000
                     0.0900   0.0000   5.00000
                     0.0000   0.0000   5.50000
                     0.0000   0.0000   2.50000
                     1.0000   1.0000   2.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   2.50000
                     0.0000   1.0000   0.50000
                     1.0000   0.0000   2.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   4.00000
                     0.9900   1.0000   2.00000
                     0.0100   0.0000   1.50000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.50000
                     1.0000   1.0000   3.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   6.00000
                     0.0000   0.0000   3.00000
                     0.1900   1.0000   2.00000
                     0.8100   0.0000   4.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.50000
                     1.0000   1.0000   4.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   1.50000
                     0.0000   0.1600   1.50000
                     1.0000   0.8400   7.50000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   5.00000
                     0.7500   1.0000   2.00000
                     0.2500   0.0000   1.50000
                     0.0000   0.0000   6.00000
                     0.0000   0.0000   4.00000
                     1.0000   1.0000   5.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.6400   2.00000
                     1.0000   0.3600   6.00000
                     0.0000   0.0000   6.50000
                     0.0000   0.0000   4.00000
                     0.9600   1.0000   3.50000
                     0.0400   0.0000   2.00000
                     0.0000   0.0000   7.00000
                     0.0000   0.0000   1.50000
                     1.0000   1.0000   4.00000
                     0.0000   0.0000   2.50000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   3.00000
                     0.0000   1.0000   2.50000
                     1.0000   0.0000   1.50000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   4.00000
                     1.0000   1.0000   4.00000
                     0.0000   0.0000   1.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   5.00000
                     1.0000   1.0000   3.50000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   5.00000
                     0.5100   1.0000   4.50000
                     0.4900   0.0000   2.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   4.50000
                     1.0000   1.0000   5.00000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.3600   1.50000
                     1.0000   0.6400   3.50000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   3.00000
                     0.8400   1.0000   3.00000
                     0.1600   0.0000   0.50000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   6.00000
                     1.0000   1.0000   5.00000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   3.50000
                     0.0000   1.0000   2.00000
                     1.0000   0.0000   4.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   4.00000
                     0.9900   1.0000   4.50000
                     0.0100   0.0000   3.00000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   4.50000
                     1.0000   1.0000   5.00000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   4.50000
                     0.3600   1.0000   3.50000
                     0.6400   0.0000   0.50000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.00000
                     1.0000   1.0000   2.50000
                     0.0000   0.0000   1.00000
                     0.0000   0.0000   2.50000
                     0.0000   0.0000   4.00000
                     0.0000   0.2500   2.00000
                     1.0000   0.7500   4.50000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.50000
                     0.7500   1.0000   5.00000
                     0.2500   0.0000   3.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   5.00000
                     1.0000   1.0000   2.50000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   3.00000
                     0.0000   0.6400   0.50000
                     1.0000   0.3600   2.50000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.50000
                     0.9600   1.0000   3.00000
                     0.0400   0.0000   0.50000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   3.00000
                     1.0000   1.0000   3.00000
                     0.0000   0.0000   1.00000
                     0.0000   0.0000   3.00000
                     0.0000   0.0000   4.50000
                     0.0000   1.0000   1.50000
                     1.0000   0.0000   4.00000
                     0.0000   0.0000   3.50000
                     0.0000   0.0000   3.00000
                     1.0000   1.0000   4.00000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   5.00000
                     1.0000   1.0000   3.00000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   4.00000
                     0.0000   0.0000   3.50000
                     0.5100   1.0000   2.00000
                     0.4900   0.0000   1.50000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   4.50000
                     1.0000   1.0000   4.00000
                     0.0000   0.0000   1.00000
                     0.0000   0.0000   2.50000
                     0.0000   0.0000   4.00000
                     0.0000   0.4900   1.00000
                     1.0000   0.5100   5.00000
                     0.0000   0.0000   4.50000
                     0.0000   0.0000   4.50000
                     0.8400   1.0000   3.00000
                     0.1600   0.0000   2.00000
                     0.0000   0.0000   5.00000
                     0.0000   0.0000   1.00000
                     1.0000   1.0000   3.50000
                     0.0000   0.0000   2.00000
                     0.0000   0.0000   2.50000
                     0.0000   0.0000   4.50000
                     0.0000   1.0000   1.50000
                     1.0000   0.0000   3.50000
